user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_probability,estimated_remaining_months,revenue_at_risk,expected_revenue_at_risk,expected_remaining_ltv,risk_level,risk_category,recovery_probability,estimated_recoverable_revenue,recommended_action,intervention_cost,net_recoverable_value,roi_multiple,is_profitable_intervention
1542,2024-03-28,Premium,699,13.9,6,3,30,6,Yes,0.611,8,3416.71,3416.71,2175.29,High Risk,High Risk,0.4,1366.68,Payment retry & Concierge billing call,65.0,1301.68,21.0,True
1543,2024-03-06,Premium,699,12.8,5,3,21,22,Yes,0.7777,8,4348.9,4348.9,1243.1,High Risk,High Risk,0.19,826.29,Payment retry & Concierge billing call,65.0,761.29,12.7,True
1544,2023-05-24,Standard,399,1.2,8,0,30,49,Yes,0.9126,8,2913.02,2913.02,278.98,Critical Risk,Critical Risk,0.17,495.21,Customer support follow-up,120.0,375.21,4.1,True
1545,2024-08-02,Premium,699,19.8,8,2,20,8,No,0.5842,8,3266.85,3266.85,2325.15,Medium Risk,Medium Risk,0.48,1568.09,Payment retry & Concierge billing call,65.0,1503.09,24.1,True
1546,2024-04-18,Standard,399,19.0,6,1,4,25,No,0.3869,4,617.49,617.49,978.51,Medium Risk,Medium Risk,0.45,277.87,Payment reminder & Priority billing assistance,35.0,242.87,7.9,True
1547,2024-10-27,Premium,699,21.1,1,0,30,17,No,0.1937,8,1083.17,1083.17,4508.83,Low Risk,Low Risk,0.85,920.69,No action,0.0,920.69,920.7,False
1548,2023-03-04,Basic,199,15.1,4,4,22,30,Yes,0.7999,8,1273.44,1273.44,318.56,High Risk,High Risk,0.15,191.02,Payment retry & Concierge billing call,65.0,126.02,2.9,True
1549,2024-07-29,Basic,199,18.6,0,5,33,13,No,0.4943,8,786.93,786.93,805.07,Medium Risk,Medium Risk,0.49,385.6,Payment retry & Concierge billing call,65.0,320.6,5.9,True
1550,2023-01-07,Premium,699,3.8,2,2,32,40,Yes,0.9121,8,5100.46,5100.46,491.54,Critical Risk,Critical Risk,0.24,1224.11,Payment retry & Concierge billing call,65.0,1159.11,18.8,True
1551,2024-06-16,Standard,399,3.3,0,1,13,38,No,0.4495,6,1076.1,1076.1,1317.9,Medium Risk,Medium Risk,0.53,570.33,Payment reminder & Priority billing assistance,35.0,535.33,16.3,True
1552,2024-02-05,Basic,199,5.5,7,0,16,53,No,0.4633,6,553.18,553.18,640.82,Medium Risk,Medium Risk,0.37,204.68,Customer support follow-up,120.0,84.68,1.7,True
1553,2024-07-13,Basic,199,7.8,7,1,8,52,Yes,0.5381,6,642.49,642.49,551.51,Medium Risk,Medium Risk,0.22,141.35,Payment reminder,15.0,126.35,9.4,True
1554,2023-07-09,Standard,399,21.6,1,3,29,9,No,0.3959,8,1263.71,1263.71,1928.29,Medium Risk,Medium Risk,0.68,859.32,Payment retry & Concierge billing call,65.0,794.32,13.2,True
1555,2023-10-24,Basic,199,4.7,8,1,16,30,Yes,0.7414,6,885.23,885.23,308.77,High Risk,High Risk,0.31,274.42,Payment reminder,15.0,259.42,18.3,True
1556,2024-01-31,Premium,699,24.0,7,2,7,42,Yes,0.722,6,3028.07,3028.07,1165.93,High Risk,High Risk,0.28,847.86,Payment retry & Concierge billing call,65.0,782.86,13.0,True
1557,2023-05-04,Premium,699,11.9,6,1,7,1,No,0.2404,6,1008.24,1008.24,3185.76,Low Risk,Low Risk,0.5,504.12,No action,0.0,504.12,504.1,False
1558,2024-11-03,Premium,699,0.8,4,0,25,41,Yes,0.6878,8,3846.18,3846.18,1745.82,High Risk,High Risk,0.45,1730.78,Customer support follow-up,120.0,1610.78,14.4,True
1559,2024-04-14,Premium,699,1.5,5,1,29,29,No,0.6215,8,3475.43,3475.43,2116.57,High Risk,High Risk,0.4,1390.17,Payment reminder & Priority billing assistance,35.0,1355.17,39.7,True
1560,2023-08-04,Standard,399,24.6,5,4,1,54,No,0.3033,4,484.07,484.07,1111.93,Low Risk,Low Risk,0.17,82.29,No action,0.0,82.29,82.3,False
1561,2024-11-02,Standard,399,10.1,1,1,34,41,Yes,0.5277,8,1684.42,1684.42,1507.58,Medium Risk,Medium Risk,0.56,943.28,Payment reminder & Priority billing assistance,35.0,908.28,27.0,True
1562,2023-11-07,Premium,699,11.8,2,2,22,50,No,0.4799,8,2683.6,2683.6,2908.4,Medium Risk,Medium Risk,0.44,1180.78,Payment retry & Concierge billing call,65.0,1115.78,18.2,True
1563,2023-07-04,Standard,399,22.9,7,3,5,30,Yes,0.7803,6,1868.04,1868.04,525.96,High Risk,High Risk,0.13,242.85,Payment retry & Concierge billing call,65.0,177.85,3.7,True
1564,2024-08-25,Premium,699,19.5,8,2,33,8,No,0.4116,8,2301.67,2301.67,3290.33,Medium Risk,Medium Risk,0.48,1104.8,Payment retry & Concierge billing call,65.0,1039.8,17.0,True
1565,2023-06-12,Premium,699,14.8,6,0,23,2,Yes,0.2499,8,1397.44,1397.44,4194.56,Low Risk,Low Risk,0.71,992.18,No action,0.0,992.18,992.2,False
1566,2023-08-26,Basic,199,16.8,7,5,7,30,Yes,0.7649,6,913.29,913.29,280.71,High Risk,High Risk,0.05,45.66,Payment retry & Concierge billing call,65.0,-19.34,0.7,False
1567,2024-03-06,Premium,699,3.1,2,5,16,57,Yes,0.9448,6,3962.49,3962.49,231.51,Critical Risk,Critical Risk,0.05,198.12,Payment retry & Concierge billing call,65.0,133.12,3.0,True
1568,2024-03-28,Basic,199,15.5,1,0,4,54,No,0.2942,4,234.18,234.18,561.82,Low Risk,Low Risk,0.63,147.53,No action,0.0,147.53,147.5,False
1569,2023-05-17,Standard,399,23.1,5,0,2,44,Yes,0.7044,4,1124.22,1124.22,471.78,High Risk,High Risk,0.55,618.32,Customer support follow-up,120.0,498.32,5.2,True
1570,2023-08-19,Premium,699,5.4,4,3,36,28,Yes,0.8216,8,4594.39,4594.39,997.61,Critical Risk,Critical Risk,0.15,689.16,Payment retry & Concierge billing call,65.0,624.16,10.6,True
1571,2024-10-06,Basic,199,11.1,8,1,11,5,No,0.2086,6,249.07,249.07,944.93,Low Risk,Low Risk,0.41,102.12,No action,0.0,102.12,102.1,False
1572,2024-08-04,Premium,699,5.5,2,0,7,23,No,0.247,6,1035.92,1035.92,3158.08,Low Risk,Low Risk,0.58,600.83,No action,0.0,600.83,600.8,False
1573,2024-08-07,Premium,699,8.8,8,3,5,12,No,0.5139,6,2155.3,2155.3,2038.7,Medium Risk,Medium Risk,0.19,409.51,Payment retry & Concierge billing call,65.0,344.51,6.3,True
1574,2024-03-13,Standard,399,9.1,8,1,33,51,Yes,0.5176,8,1652.18,1652.18,1539.82,Medium Risk,Medium Risk,0.27,446.09,Payment reminder & Priority billing assistance,35.0,411.09,12.7,True
1575,2023-04-14,Premium,699,21.9,1,1,25,50,No,0.2338,8,1307.41,1307.41,4284.59,Low Risk,Low Risk,0.68,889.04,No action,0.0,889.04,889.0,False
1576,2023-10-24,Basic,199,6.1,8,2,32,1,Yes,0.5921,8,942.62,942.62,649.38,Medium Risk,Medium Risk,0.34,320.49,Payment retry & Concierge billing call,65.0,255.49,4.9,True
1577,2024-08-12,Standard,399,17.7,1,1,25,18,Yes,0.1917,8,611.91,611.91,2580.09,Low Risk,Low Risk,0.72,440.58,No action,0.0,440.58,440.6,False
1578,2024-07-13,Basic,199,23.3,8,2,34,25,Yes,0.5674,8,903.3,903.3,688.7,Medium Risk,Medium Risk,0.39,352.29,Payment retry & Concierge billing call,65.0,287.29,5.4,True
1579,2024-03-07,Premium,699,14.8,4,5,8,1,Yes,0.4414,6,1851.23,1851.23,2342.77,Medium Risk,Medium Risk,0.21,388.76,Payment retry & Concierge billing call,65.0,323.76,6.0,True
1580,2023-12-04,Standard,399,8.7,0,1,13,13,No,0.1652,6,395.49,395.49,1998.51,Low Risk,Low Risk,0.79,312.44,No action,0.0,312.44,312.4,False
1581,2023-02-06,Premium,699,6.3,1,4,4,57,No,0.4757,4,1330.06,1330.06,1465.94,Medium Risk,Medium Risk,0.14,186.21,Payment retry & Concierge billing call,65.0,121.21,2.9,True
1582,2023-10-05,Standard,399,23.8,1,4,5,30,No,0.4861,6,1163.72,1163.72,1230.28,Medium Risk,Medium Risk,0.4,465.49,Payment retry & Concierge billing call,65.0,400.49,7.2,True
1583,2024-03-17,Premium,699,3.0,7,4,3,14,Yes,0.8711,4,2435.6,2435.6,360.4,Critical Risk,Critical Risk,0.05,121.78,Payment retry & Concierge billing call,65.0,56.78,1.9,True
1584,2023-07-20,Standard,399,19.6,3,0,20,59,Yes,0.4593,8,1466.09,1466.09,1725.91,Medium Risk,Medium Risk,0.68,996.94,Customer support follow-up,120.0,876.94,8.3,True
1585,2024-01-22,Premium,699,17.2,0,4,25,30,Yes,0.5753,8,3217.08,3217.08,2374.92,Medium Risk,Medium Risk,0.45,1447.69,Payment retry & Concierge billing call,65.0,1382.69,22.3,True
1586,2023-05-01,Premium,699,11.0,6,4,9,8,Yes,0.5762,6,2416.58,2416.58,1777.42,Medium Risk,Medium Risk,0.19,459.15,Payment retry & Concierge billing call,65.0,394.15,7.1,True
1587,2023-08-26,Premium,699,9.1,5,3,24,58,Yes,0.7763,8,4341.07,4341.07,1250.93,High Risk,High Risk,0.07,303.87,Payment retry & Concierge billing call,65.0,238.87,4.7,True
1588,2023-01-16,Basic,199,6.1,8,4,1,2,No,0.2822,4,224.63,224.63,571.37,Low Risk,Low Risk,0.06,13.48,No action,0.0,13.48,13.5,False
1589,2023-10-17,Premium,699,20.4,1,0,16,8,No,0.1558,6,653.43,653.43,3540.57,Low Risk,Low Risk,0.95,620.76,No action,0.0,620.76,620.8,False
1590,2024-05-05,Basic,199,9.1,3,2,21,8,No,0.419,8,667.05,667.05,924.95,Medium Risk,Medium Risk,0.57,380.22,Payment retry & Concierge billing call,65.0,315.22,5.8,True
1591,2024-05-21,Premium,699,16.6,1,2,8,60,Yes,0.7273,6,3050.3,3050.3,1143.7,High Risk,High Risk,0.45,1372.64,Payment retry & Concierge billing call,65.0,1307.64,21.1,True
1592,2024-01-11,Premium,699,22.5,3,3,23,45,Yes,0.6764,8,3782.43,3782.43,1809.57,High Risk,High Risk,0.4,1512.97,Payment retry & Concierge billing call,65.0,1447.97,23.3,True
1593,2024-12-15,Premium,699,21.8,3,4,19,57,Yes,0.7449,8,4165.48,4165.48,1426.52,High Risk,High Risk,0.3,1249.64,Payment retry & Concierge billing call,65.0,1184.64,19.2,True
1594,2024-05-12,Premium,699,3.1,5,3,33,45,Yes,0.9477,8,5299.54,5299.54,292.46,Critical Risk,Critical Risk,0.05,264.98,Payment retry & Concierge billing call,65.0,199.98,4.1,True
1595,2024-07-20,Standard,399,5.5,2,4,6,14,Yes,0.5015,6,1200.59,1200.59,1193.41,Medium Risk,Medium Risk,0.29,348.17,Payment retry & Concierge billing call,65.0,283.17,5.4,True
1596,2024-10-27,Basic,199,9.6,2,0,8,15,No,0.1746,6,208.47,208.47,985.53,Low Risk,Low Risk,0.62,129.25,No action,0.0,129.25,129.2,False
1597,2023-11-04,Standard,399,1.0,0,2,8,17,Yes,0.9231,6,2209.9,2209.9,184.1,Critical Risk,Critical Risk,0.29,640.87,Payment retry & Concierge billing call,65.0,575.87,9.9,True
1598,2024-01-29,Basic,199,7.3,6,3,4,1,No,0.4402,4,350.4,350.4,445.6,Medium Risk,Medium Risk,0.25,87.6,Payment retry & Concierge billing call,65.0,22.6,1.3,True
1599,2023-02-23,Standard,399,6.0,6,1,3,42,Yes,0.545,4,869.82,869.82,726.18,Medium Risk,Medium Risk,0.24,208.76,Payment reminder & Priority billing assistance,35.0,173.76,6.0,True
1600,2023-12-11,Premium,699,1.3,5,0,20,58,Yes,0.8685,8,4856.65,4856.65,735.35,Critical Risk,Critical Risk,0.29,1408.43,Customer support follow-up,120.0,1288.43,11.7,True
1601,2024-03-13,Standard,399,19.1,5,5,14,53,Yes,0.7582,6,1815.13,1815.13,578.87,High Risk,High Risk,0.05,90.76,Payment retry & Concierge billing call,65.0,25.76,1.4,True
1602,2024-11-25,Premium,699,20.3,8,3,4,60,Yes,0.6416,4,1793.91,1793.91,1002.09,High Risk,High Risk,0.1,179.39,Payment retry & Concierge billing call,65.0,114.39,2.8,True
1603,2024-04-23,Standard,399,11.9,8,2,35,10,No,0.5247,8,1674.84,1674.84,1517.16,Medium Risk,Medium Risk,0.4,669.94,Payment retry & Concierge billing call,65.0,604.94,10.3,True
1604,2023-10-08,Premium,699,3.7,0,2,16,51,Yes,0.9107,6,3819.48,3819.48,374.52,Critical Risk,Critical Risk,0.32,1222.23,Payment retry & Concierge billing call,65.0,1157.23,18.8,True
1605,2024-09-22,Basic,199,19.4,4,2,16,36,Yes,0.686,6,819.08,819.08,374.92,High Risk,High Risk,0.43,352.2,Payment retry & Concierge billing call,65.0,287.2,5.4,True
1606,2023-01-13,Standard,399,7.1,4,5,24,51,No,0.6614,8,2111.19,2111.19,1080.81,High Risk,High Risk,0.05,105.56,Payment retry & Concierge billing call,65.0,40.56,1.6,True
1607,2024-04-18,Basic,199,14.4,5,2,20,54,Yes,0.7842,8,1248.45,1248.45,343.55,High Risk,High Risk,0.22,274.66,Payment retry & Concierge billing call,65.0,209.66,4.2,True
1608,2024-07-23,Basic,199,0.7,0,2,29,30,Yes,0.8474,8,1349.06,1349.06,242.94,Critical Risk,Critical Risk,0.37,499.15,Payment retry & Concierge billing call,65.0,434.15,7.7,True
1609,2023-11-18,Basic,199,1.9,1,2,27,57,Yes,0.9408,8,1497.75,1497.75,94.25,Critical Risk,Critical Risk,0.26,389.42,Payment retry & Concierge billing call,65.0,324.42,6.0,True
1610,2023-08-21,Basic,199,4.9,4,2,29,55,Yes,0.8819,8,1403.98,1403.98,188.02,Critical Risk,Critical Risk,0.17,238.68,Payment retry & Concierge billing call,65.0,173.68,3.7,True
1611,2023-07-08,Premium,699,4.1,0,1,12,7,No,0.3858,6,1618.05,1618.05,2575.95,Medium Risk,Medium Risk,0.66,1067.91,Payment reminder & Priority billing assistance,35.0,1032.91,30.5,True
1612,2023-03-04,Premium,699,21.6,5,0,33,35,No,0.427,8,2387.78,2387.78,3204.22,Medium Risk,Medium Risk,0.62,1480.42,Customer support follow-up,120.0,1360.42,12.3,True
1613,2023-12-28,Premium,699,24.4,0,5,17,54,No,0.3786,6,1587.85,1587.85,2606.15,Medium Risk,Medium Risk,0.34,539.87,Payment retry & Concierge billing call,65.0,474.87,8.3,True
1614,2023-04-26,Premium,699,15.2,5,0,3,4,No,0.2126,4,594.43,594.43,2201.57,Low Risk,Low Risk,0.67,398.27,No action,0.0,398.27,398.3,False
1615,2024-11-28,Premium,699,6.3,5,4,5,23,No,0.4289,6,1798.81,1798.81,2395.19,Medium Risk,Medium Risk,0.06,107.93,Payment retry & Concierge billing call,65.0,42.93,1.7,True
1616,2024-01-04,Standard,399,16.2,4,1,5,1,No,0.1772,6,424.22,424.22,1969.78,Low Risk,Low Risk,0.62,263.02,No action,0.0,263.02,263.0,False
1617,2024-09-28,Standard,399,22.5,5,3,27,60,No,0.758,8,2419.54,2419.54,772.46,High Risk,High Risk,0.2,483.91,Payment retry & Concierge billing call,65.0,418.91,7.4,True
1618,2023-04-19,Basic,199,9.5,4,1,11,58,No,0.3282,6,391.87,391.87,802.13,Low Risk,Low Risk,0.36,141.07,No action,0.0,141.07,141.1,False
1619,2024-08-18,Premium,699,20.3,8,5,14,49,Yes,0.8687,6,3643.33,3643.33,550.67,Critical Risk,Critical Risk,0.05,182.17,Payment retry & Concierge billing call,65.0,117.17,2.8,True
1620,2023-06-03,Premium,699,23.5,6,4,23,2,No,0.4072,8,2277.06,2277.06,3314.94,Medium Risk,Medium Risk,0.39,888.05,Payment retry & Concierge billing call,65.0,823.05,13.7,True
1621,2024-10-07,Standard,399,23.9,3,4,6,32,No,0.5091,6,1218.79,1218.79,1175.21,Medium Risk,Medium Risk,0.24,292.51,Payment retry & Concierge billing call,65.0,227.51,4.5,True
1622,2024-04-28,Premium,699,13.7,1,4,27,51,Yes,0.6324,8,3536.38,3536.38,2055.62,High Risk,High Risk,0.3,1060.91,Payment retry & Concierge billing call,65.0,995.91,16.3,True
1623,2023-10-28,Premium,699,13.2,5,2,34,12,No,0.4357,8,2436.43,2436.43,3155.57,Medium Risk,Medium Risk,0.53,1291.31,Payment retry & Concierge billing call,65.0,1226.31,19.9,True
1624,2023-04-29,Basic,199,6.5,5,1,22,29,Yes,0.4981,8,792.98,792.98,799.02,Medium Risk,Medium Risk,0.44,348.91,Payment reminder,15.0,333.91,23.3,True
1625,2024-06-01,Premium,699,11.4,6,2,16,5,Yes,0.5281,6,2214.85,2214.85,1979.15,Medium Risk,Medium Risk,0.47,1040.98,Payment retry & Concierge billing call,65.0,975.98,16.0,True
1626,2024-08-06,Basic,199,16.5,3,3,24,50,Yes,0.5586,8,889.29,889.29,702.71,Medium Risk,Medium Risk,0.34,302.36,Payment retry & Concierge billing call,65.0,237.36,4.7,True
1627,2024-09-12,Basic,199,6.5,6,5,35,37,Yes,0.8455,8,1346.04,1346.04,245.96,Critical Risk,Critical Risk,0.05,67.3,Payment retry & Concierge billing call,65.0,2.3,1.0,True
1628,2023-06-01,Standard,399,8.9,1,0,19,26,No,0.3313,8,1057.51,1057.51,2134.49,Low Risk,Low Risk,0.73,771.98,No action,0.0,771.98,772.0,False
1629,2023-06-20,Premium,699,16.0,3,1,32,56,No,0.1694,8,947.28,947.28,4644.72,Low Risk,Low Risk,0.54,511.53,No action,0.0,511.53,511.5,False
1630,2023-04-14,Basic,199,7.0,8,5,27,59,Yes,0.8186,8,1303.21,1303.21,288.79,Critical Risk,Critical Risk,0.05,65.16,Payment retry & Concierge billing call,65.0,0.16,1.0,True
1631,2023-05-16,Basic,199,20.9,0,5,3,10,No,0.373,4,296.91,296.91,499.09,Medium Risk,Medium Risk,0.43,127.67,Payment retry & Concierge billing call,65.0,62.67,2.0,True
1632,2024-07-24,Premium,699,23.0,6,2,34,8,Yes,0.6039,8,3377.01,3377.01,2214.99,High Risk,High Risk,0.59,1992.44,Payment retry & Concierge billing call,65.0,1927.44,30.7,True
1633,2023-02-16,Basic,199,3.4,5,4,19,38,Yes,0.9469,8,1507.46,1507.46,84.54,Critical Risk,Critical Risk,0.05,75.37,Payment retry & Concierge billing call,65.0,10.37,1.2,True
1634,2024-03-22,Basic,199,23.8,6,5,23,28,Yes,0.6902,8,1098.8,1098.8,493.2,High Risk,High Risk,0.18,197.78,Payment retry & Concierge billing call,65.0,132.78,3.0,True
1635,2024-06-05,Standard,399,17.7,2,5,31,49,Yes,0.6545,8,2089.16,2089.16,1102.84,High Risk,High Risk,0.2,417.83,Payment retry & Concierge billing call,65.0,352.83,6.4,True
1636,2023-11-25,Basic,199,22.4,5,5,10,41,Yes,0.844,6,1007.74,1007.74,186.26,Critical Risk,Critical Risk,0.05,50.39,Payment retry & Concierge billing call,65.0,-14.61,0.8,False
1637,2023-12-16,Standard,399,13.0,4,0,12,14,No,0.1232,6,294.94,294.94,2099.06,Low Risk,Low Risk,0.69,203.51,No action,0.0,203.51,203.5,False
1638,2023-11-23,Basic,199,22.5,8,3,34,18,Yes,0.6938,8,1104.53,1104.53,487.47,High Risk,High Risk,0.28,309.27,Payment retry & Concierge billing call,65.0,244.27,4.8,True
1639,2024-09-22,Basic,199,1.5,3,3,10,33,Yes,0.939,6,1121.17,1121.17,72.83,Critical Risk,Critical Risk,0.05,56.06,Payment retry & Concierge billing call,65.0,-8.94,0.9,False
1640,2024-03-25,Standard,399,9.0,2,0,7,18,No,0.2405,6,575.76,575.76,1818.24,Low Risk,Low Risk,0.61,351.21,No action,0.0,351.21,351.2,False
1641,2023-08-26,Basic,199,7.6,4,4,11,48,Yes,0.6827,6,815.14,815.14,378.86,High Risk,High Risk,0.05,40.76,Payment retry & Concierge billing call,65.0,-24.24,0.6,False
1642,2023-06-22,Premium,699,4.0,3,4,18,53,Yes,0.9343,6,3918.45,3918.45,275.55,Critical Risk,Critical Risk,0.05,195.92,Payment retry & Concierge billing call,65.0,130.92,3.0,True
1643,2024-05-15,Basic,199,24.0,8,4,3,51,Yes,0.3591,4,285.84,285.84,510.16,Medium Risk,Medium Risk,0.05,14.29,Payment retry & Concierge billing call,65.0,-50.71,0.2,False
1644,2024-04-09,Basic,199,5.5,6,5,24,28,Yes,0.7902,8,1258.0,1258.0,334.0,High Risk,High Risk,0.05,62.9,Payment retry & Concierge billing call,65.0,-2.1,1.0,False
1645,2023-09-27,Standard,399,18.0,1,3,8,56,Yes,0.7218,6,1727.99,1727.99,666.01,High Risk,High Risk,0.36,622.08,Payment retry & Concierge billing call,65.0,557.08,9.6,True
1646,2023-08-16,Basic,199,24.8,1,2,9,51,Yes,0.6637,6,792.46,792.46,401.54,High Risk,High Risk,0.53,420.0,Payment retry & Concierge billing call,65.0,355.0,6.5,True
1647,2024-06-09,Premium,699,8.5,8,2,5,17,Yes,0.6074,6,2547.44,2547.44,1646.56,High Risk,High Risk,0.17,433.06,Payment retry & Concierge billing call,65.0,368.06,6.7,True
1648,2024-12-23,Premium,699,17.8,5,0,5,27,Yes,0.3461,6,1451.54,1451.54,2742.46,Low Risk,Low Risk,0.58,841.89,No action,0.0,841.89,841.9,False
1649,2023-02-06,Premium,699,5.2,8,5,21,53,No,0.9044,8,5057.4,5057.4,534.6,Critical Risk,Critical Risk,0.05,252.87,Payment retry & Concierge billing call,65.0,187.87,3.9,True
1650,2024-04-26,Premium,699,6.5,6,1,1,43,Yes,0.7767,4,2171.65,2171.65,624.35,High Risk,High Risk,0.12,260.6,Payment reminder & Priority billing assistance,35.0,225.6,7.4,True
1651,2023-04-01,Basic,199,20.4,7,2,32,8,Yes,0.6029,8,959.82,959.82,632.18,High Risk,High Risk,0.52,499.11,Payment retry & Concierge billing call,65.0,434.11,7.7,True
1652,2024-12-28,Premium,699,0.6,1,3,14,35,Yes,0.8774,6,3679.82,3679.82,514.18,Critical Risk,Critical Risk,0.15,551.97,Payment retry & Concierge billing call,65.0,486.97,8.5,True
1653,2023-08-29,Basic,199,10.7,4,4,3,24,Yes,0.6873,4,547.09,547.09,248.91,High Risk,High Risk,0.15,82.06,Payment retry & Concierge billing call,65.0,17.06,1.3,True
1654,2023-10-27,Premium,699,12.4,2,2,23,53,Yes,0.4799,8,2683.6,2683.6,2908.4,Medium Risk,Medium Risk,0.44,1180.78,Payment retry & Concierge billing call,65.0,1115.78,18.2,True
1655,2023-10-30,Premium,699,12.5,6,4,32,22,Yes,0.7986,8,4465.77,4465.77,1126.23,High Risk,High Risk,0.05,223.29,Payment retry & Concierge billing call,65.0,158.29,3.4,True
1656,2024-11-09,Basic,199,3.3,4,3,15,28,Yes,0.9288,6,1108.99,1108.99,85.01,Critical Risk,Critical Risk,0.13,144.17,Payment retry & Concierge billing call,65.0,79.17,2.2,True
1657,2024-02-12,Standard,399,4.8,5,5,8,7,Yes,0.8987,6,2151.49,2151.49,242.51,Critical Risk,Critical Risk,0.05,107.57,Payment retry & Concierge billing call,65.0,42.57,1.7,True
1658,2023-08-29,Premium,699,19.5,7,3,9,38,Yes,0.8398,6,3522.12,3522.12,671.88,Critical Risk,Critical Risk,0.05,176.11,Payment retry & Concierge billing call,65.0,111.11,2.7,True
1659,2023-11-27,Basic,199,7.1,3,3,19,3,No,0.4399,8,700.32,700.32,891.68,Medium Risk,Medium Risk,0.45,315.14,Payment retry & Concierge billing call,65.0,250.14,4.8,True
1660,2023-02-25,Standard,399,10.6,7,3,21,25,Yes,0.83,8,2649.36,2649.36,542.64,Critical Risk,Critical Risk,0.09,238.44,Payment retry & Concierge billing call,65.0,173.44,3.7,True
1661,2024-04-03,Standard,399,18.3,5,5,32,52,Yes,0.7073,8,2257.7,2257.7,934.3,High Risk,High Risk,0.08,180.62,Payment retry & Concierge billing call,65.0,115.62,2.8,True
1662,2023-04-23,Standard,399,14.5,2,4,15,13,No,0.4414,6,1056.71,1056.71,1337.29,Medium Risk,Medium Risk,0.46,486.09,Payment retry & Concierge billing call,65.0,421.09,7.5,True
1663,2024-01-24,Premium,699,3.7,8,0,22,60,Yes,0.7567,8,4231.47,4231.47,1360.53,High Risk,High Risk,0.2,846.29,Customer support follow-up,120.0,726.29,7.1,True
1664,2023-08-04,Basic,199,22.8,8,0,22,41,Yes,0.8015,8,1275.99,1275.99,316.01,Critical Risk,Critical Risk,0.39,497.64,Customer support follow-up,120.0,377.64,4.1,True
1665,2023-08-23,Standard,399,5.4,2,4,35,25,No,0.6689,8,2135.13,2135.13,1056.87,High Risk,High Risk,0.25,533.78,Payment retry & Concierge billing call,65.0,468.78,8.2,True
1666,2023-09-12,Standard,399,22.8,5,3,11,13,No,0.6141,6,1470.16,1470.16,923.84,High Risk,High Risk,0.45,661.57,Payment retry & Concierge billing call,65.0,596.57,10.2,True
1667,2024-05-11,Basic,199,21.2,8,0,3,32,Yes,0.6909,4,549.96,549.96,246.04,High Risk,High Risk,0.41,225.48,Customer support follow-up,120.0,105.48,1.9,True
1668,2023-09-11,Basic,199,7.4,0,1,11,40,No,0.3014,6,359.87,359.87,834.13,Low Risk,Low Risk,0.49,176.34,No action,0.0,176.34,176.3,False
1669,2023-10-04,Basic,199,18.9,6,5,18,25,Yes,0.9002,6,1074.84,1074.84,119.16,Critical Risk,Critical Risk,0.05,53.74,Payment retry & Concierge billing call,65.0,-11.26,0.8,False
1670,2024-07-08,Basic,199,2.3,6,0,5,0,No,0.3249,6,387.93,387.93,806.07,Low Risk,Low Risk,0.5,193.96,No action,0.0,193.96,194.0,False
1671,2023-11-16,Premium,699,2.8,6,1,10,53,Yes,0.9178,6,3849.25,3849.25,344.75,Critical Risk,Critical Risk,0.09,346.43,Payment reminder & Priority billing assistance,35.0,311.43,9.9,True
1672,2023-04-13,Standard,399,13.1,0,2,28,17,No,0.2717,8,867.27,867.27,2324.73,Low Risk,Low Risk,0.61,529.03,No action,0.0,529.03,529.0,False
1673,2024-07-28,Standard,399,9.7,6,0,31,14,No,0.2295,8,732.56,732.56,2459.44,Low Risk,Low Risk,0.66,483.49,No action,0.0,483.49,483.5,False
1674,2024-05-23,Standard,399,7.5,8,4,31,15,Yes,0.7235,8,2309.41,2309.41,882.59,High Risk,High Risk,0.05,115.47,Payment retry & Concierge billing call,65.0,50.47,1.8,True
1675,2024-08-14,Premium,699,23.8,8,5,26,6,Yes,0.7658,8,4282.35,4282.35,1309.65,High Risk,High Risk,0.1,428.24,Payment retry & Concierge billing call,65.0,363.24,6.6,True
1676,2024-10-20,Basic,199,19.4,7,2,26,30,Yes,0.7619,8,1212.94,1212.94,379.06,High Risk,High Risk,0.27,327.49,Payment retry & Concierge billing call,65.0,262.49,5.0,True
1677,2024-05-16,Standard,399,4.0,1,0,22,35,Yes,0.5509,8,1758.47,1758.47,1433.53,Medium Risk,Medium Risk,0.6,1055.08,Engagement campaign,10.0,1045.08,105.5,True
1678,2024-08-03,Premium,699,2.6,6,4,16,53,Yes,0.9868,6,4138.64,4138.64,55.36,Critical Risk,Critical Risk,0.05,206.93,Payment retry & Concierge billing call,65.0,141.93,3.2,True
1679,2023-06-04,Basic,199,19.3,4,3,4,19,No,0.4388,4,349.28,349.28,446.72,Medium Risk,Medium Risk,0.33,115.26,Payment retry & Concierge billing call,65.0,50.26,1.8,True
1680,2024-07-29,Basic,199,17.4,6,0,21,17,No,0.1608,8,255.99,255.99,1336.01,Low Risk,Low Risk,0.61,156.15,No action,0.0,156.15,156.2,False
1681,2024-06-10,Standard,399,12.7,3,2,35,29,No,0.6111,8,1950.63,1950.63,1241.37,High Risk,High Risk,0.49,955.81,Payment retry & Concierge billing call,65.0,890.81,14.7,True
